ID,Name,Formula,Ion Species,Mass (DB),CAS,CCS (DB),RT,SD,DT,SD,CCS,SD,m/z,SD,Abundance,RSD,Z,Ions,Freq.,Q Score,Sat.,Mark,NEG Media Blank01 DI2.d.HRdm, NEG Media Blank02 DI2.d.HRdm, NEG Media Blank03 DI2.d.HRdm, NEG QCdilution 0 0625 DI2.d.HRdm, NEG QCdilution 0 125 DI2.d.HRdm, NEG QCdilution 0 25 DI2.d.HRdm, NEG QCdilution 0 5 DI2.d.HRdm, NEG QCdilution 1 0 DI2.d.HRdm, NEG S1P DI2.d.HRdm, NEG S1S DI2.d.HRdm, NEG S2P DI2.d.HRdm, NEG S2S DI2.d.HRdm, NEG S3P DI2.d.HRdm, NEG S3S DI2.d.HRdm, NEG W1P DI2.d.HRdm, NEG W1S DI2.d.HRdm, NEG W2P DI2.d.HRdm, NEG W2S DI2.d.HRdm, NEG W3P DI2.d.HRdm, NEG W3S DI2.d.HRdm
1312,AFDEK (Tryptic Peptide),C27 H40 N6 O10,(M-H)-,608.2806,714960-82-4,,2.648,0.003,41.691,0.063,231.77,0.35,607.2742,0.0007,0.0002582,1.15,-1,2,10,100,,FALSE,76396.87,61158.68,67810.49,0.001,0.001,0.001,0.001,100419.8,0.001,0.001,0.001,86032.42,11888.67,100969.5,0.001,87790.88,0.001,44211.44,0.001,89348.05
1313,,,,,,,1.645,0.003,34.082,0.074,191.2,0.42,407.1951,0.0007,0.0002579,1.58,-1,2,6,100,,FALSE,0.001,0.001,110707.6,0.001,0.001,0.001,0.001,92857.38,0.001,116908,0.001,126917.8,0.001,0.001,0.001,150720,0.001,0.001,0.001,142584.1
1314,(+)-Taxifolin,C15 H12 O7,(M-H)-,304.0583,480-18-2,,0.926,0.006,29.146,0.087,165.06,0.5,303.0501,0,0.0002571,3.24,-1,4,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,457154.9,0.001,0.001,0.001,0.001,0.001,268771.9
1315,,,,,,,3.416,0.034,39.167,0.058,217.88,0.33,578.1352,0.001,0.0002567,1.7,-1,2,7,82.4,,FALSE,0.001,0.001,0.001,99635.72,104111.7,80983.7,0.001,0.001,94444.81,0.001,0.001,0.001,42148.7,0.001,0.001,63786.1,0.001,0.001,0.001,29421.95
1316,Eremopetasitenin C3,C21 H30 O6 S,(M-H)-,410.1763,,,2.221,0.002,34.256,0.048,192.16,0.27,409.1719,0.0006,0.0002567,1.62,-1,2,6,100,,FALSE,122360.8,115761.5,73226.72,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,156717.5,0.001,99251.67,0.001,0.001,0.001,142346.2,0.001,0.001
1317,γ-Glutamyl-γ-aminobutyraldehyde,C9 H16 N2 O4,(M-H)-,216.111,,,2.121,0.003,26.21,0.011,150.8,0.06,215.1036,0.0002,0.0002558,3.08,-1,2,2,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,183625.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,242499.6,0.001,0.001,0.001
1318,,,,,,,0.502,0.042,32.093,0.045,179.32,0.25,456.8423,0.0004,0.0002555,1.92,-1,2,6,98.9,,FALSE,59774.4,79559.38,0.001,0.001,69893.48,138332.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,49668.2,0.001,0.001,0.001,68436.56,0.001
1319,Alanyl-Tryptophan,C14 H17 N3 O3,(M-H)-,275.127,,,0.506,0.002,28.957,0.097,164.71,0.56,274.119,0.0003,0.0002548,1.7,-1,2,6,100,,FALSE,0.001,112878.4,111271.5,0.001,0.001,0.001,0.001,0.001,0.001,83622.4,59121,0.001,0.001,114003.1,0.001,0.001,0.001,0.001,0.001,222095.4
1320,,,,,,,2.52,0.003,34.528,0.201,193.61,1.14,415.2041,0.0008,0.0002547,1.72,-1,2,6,91.8,,FALSE,0.001,106389.9,89573.53,0.001,0.001,0.001,0.001,0.001,0.001,100826.1,0.001,164058.1,0.001,0.001,0.001,0.001,0.001,0.001,40726.18,204362.7
1321,Procyanidin B5,C30 H26 O12,(M-H)-,578.1424,12798-57-1,,1.956,0.119,41.413,0.058,230.48,0.33,577.1347,0.0013,0.0002546,2.82,-1,3,4,81.8,,FALSE,40956.66,0.001,98396.06,0.001,245587.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,125496,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1322,Homoisocitrate,C7 H10 O7,(M-H)-,206.0427,3562-75-2,,2.632,0.093,23.003,0.014,132.51,0.08,205.0352,0.0004,0.0002542,3.11,-1,2,2,82.4,,FALSE,0.001,0.001,0.001,0.001,230934.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,313127.4,0.001,0.001
1323,,,,,,,3.291,0.029,41.238,0.056,229.22,0.31,609.1385,0.0005,0.0002532,2.47,-1,2,3,82.4,,FALSE,0.001,0.001,0.001,121644.3,148781.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,152165.2,0.001,0.001,0.001,0.001,0.001
1324,,,,,,,1.532,0.107,34.594,0.066,194.7,0.38,371.2294,0.0007,0.0002524,2.38,-1,2,4,84.9,,FALSE,0.001,0.001,0.001,0.001,79140.88,0.001,0.001,0.001,95177.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,241263.1,154289.9
1325,,,,,,,1.371,0.003,37.138,0.074,207.98,0.42,441.235,0.0009,0.0002519,2.2,-1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,83272.48,0.001,0.001,0.001,0.001,0.001,287441.1,0.001,187041.3,0.001,195214.9
1326,,,,,,,0.142,0.085,28.833,0.024,163.16,0.14,308.0599,0.0005,0.0002519,2.39,-1,3,4,82.8,,FALSE,0.001,0.001,0.001,61579.09,191515.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,93382.73,0.001,0.001,149400.7
1327,Betavulgarin,C17 H12 O6,(M-H)-,312.0634,,,2.309,0,28.492,0.04,161.14,0.23,311.0548,0.0006,0.0002508,3.11,-1,2,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,232793.7,0.001,206516,0.001,0.001,0.001
1328,Isopentyl beta-D-glucoside,C11 H22 O6,(M-H)-,250.1416,,,0.543,0.002,27.842,0.073,159.04,0.42,249.1353,0.0003,0.0002504,2.2,-1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,94304.35,0.001,197143.8,0.001,0.001,0.001,250190.5,0.001,0.001,0.001,146340.2,0.001,0.001
1329,Ureidopropionate,C4 H8 N2 O3,(M-H)-,132.0535,462-88-4,,2.606,,20.587,,122.36,,131.0465,,0.0002502,4.47,-1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,780060.8,0.001,0.001,0.001,0.001
1330,,,,,,,3.149,0.085,32.495,0.098,183.59,0.56,330.0409,0.0002,0.0002502,3.08,-1,2,2,84.9,,FALSE,0.001,0.001,0.001,218588.5,0.001,0.001,0.001,0.001,0.001,0.001,0.001,357677.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1331,N-Acetylproline,C7 H11 N O3,(M-H)-,157.0739,68-95-1,134.1,1.276,0.005,22.819,0.019,133.89,0.11,156.0669,0.0001,0.0002497,2.53,-1,2,3,100,,FALSE,0.001,0.001,260398.6,0.001,0.001,0.001,130375.8,0.001,0.001,0.001,0.001,279301.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1332,,,,,,,0.173,0.094,36.177,0.131,200.56,0.73,656.8823,0.0018,0.0002497,2.74,-1,2,5,82.4,,FALSE,0.001,0.001,0.001,0.001,36537.41,0.001,14045.72,0.001,0.001,0.001,20800.35,0.001,174114.1,0.001,0.001,0.001,0.001,0.001,0.001,429392.3
1333,,,,,,,1.747,0.002,34.602,0.101,194.84,0.58,366.2135,0.0003,0.0002481,1.69,-1,3,6,99.8,,FALSE,146024.1,0.001,74858.75,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,151750.7,0.001,117849.6,0.001,0.001,0.001,0.001,37951.41,156642.4
1334,Ureidopropionate,C4 H8 N2 O3,(M-H)-,132.0535,462-88-4,,2.117,0,23.409,0.056,139.38,0.34,131.0462,0.0001,0.0002477,3.42,-1,2,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,498462.9,0.001,184849.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1335,,,,,,,1.484,0.012,36.461,0.115,204.3,0.65,431.2489,0.001,0.0002473,2.32,-1,2,5,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,35823.4,0.001,46986.48,315485.4,0.001,158861.3,0.001,0.001,0.001,113728.1,0.001,0.001
1336,Glutaminyl-Threonine,C9 H17 N3 O5,(M-H)-,247.1168,,,2.371,0.141,27.773,0.158,158.73,0.91,246.1092,0.0005,0.0002463,1.9,-1,2,7,100,,FALSE,0.001,118655,0.001,134512.9,0.001,12057.11,129751.9,10067.94,0.001,0.001,0.001,0.001,0.001,145988,0.001,0.001,0.001,0.001,15060.43,0.001
1337,,,,,,,2.471,0.06,35.324,0.072,197.91,0.41,429.2341,0.0006,0.0002459,2.79,-1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,98388.57,0.001,0.001,318500,0.001,0.001,0.001,0.001,0.001,0.001,84234.85,0.001,93762.59
1338,,,,,,,0.237,0.003,35.78,0.079,200.24,0.44,447.0624,0.001,0.0002455,1.18,-1,3,10,100,,FALSE,0.001,36654.18,52744.23,0.001,32895.96,0.001,0.001,53413.07,61228.57,0.001,0.001,36117.01,0.001,0.001,76459.96,0.001,66287.13,84190.75,54610.55,0.001
1339,,,,,,,1.982,0.076,31.738,0.163,179.6,0.93,315.1673,0.0006,0.0002439,3.02,-1,2,3,98.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,118269.8,0.001,115740.1,0.001,493585,0.001,0.001,0.001,0.001
1340,,,,,,,1.115,0.003,35.732,0.096,199.88,0.54,454.1272,0.0006,0.0002435,1.91,-1,2,6,100,,FALSE,0.001,9691.2,0.001,0.001,0.001,0.001,0.001,0.001,62793.49,114069.2,0.001,202489.3,0.001,0.001,0.001,122509.7,0.001,182700.1,0.001,0.001
1341,,,,,,,0.896,0.06,41.063,0.054,232.67,0.31,322.054,0.0003,0.0002425,2.15,-1,2,5,96.6,,FALSE,0.001,0.001,0.001,0.001,107905.7,0.001,120527.4,0.001,0.001,0.001,40674.09,42602,0.001,0.001,0.001,0.001,0.001,256635,0.001,0.001
1342,,,,,,,2.481,0.002,46.803,0.072,259.11,0.4,783.3494,0.0009,0.0002414,1.26,-1,2,9,100,,FALSE,68841.35,69404.96,0.001,0.001,0.001,0.001,0.001,64843.03,0.001,65309.02,0.001,113344.2,0.001,94849.31,0.001,117097,0.001,17222.36,0.001,71282.68
1343,,,,,,,2.39,0.013,32.923,0.027,198.85,0.16,116.9289,0.0004,0.0002414,2.54,-1,2,3,80.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,223610.5,0.001,0.001,0.001,0.001,262123.9,0.001,0.001,0.001,160953.7
1344,AMPA,C7 H10 N2 O4,(M-H)-,186.0641,77521-29-0,,2.106,0.001,26.048,0.02,151.26,0.12,185.0569,0.0001,0.0002408,3.09,-1,2,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,277940.8,0.001,273942.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1345,,,,,,,2.563,0.003,31.502,0.032,177.21,0.18,368.0797,0.0002,0.0002399,2.15,-1,2,4,97.3,,FALSE,0.001,0.001,125053,0.001,0.001,0.001,0.001,130175.4,0.001,163519.1,186155.5,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1346,N2-Acetyl-L-ornithine,C7 H14 N2 O3,(M-H)-,174.1004,2185-16-2,,1.474,0.001,24.673,0.027,143.83,0.16,173.0936,0.0002,0.0002392,3.08,-1,2,2,82.8,,FALSE,337456.5,317646.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1347,Fortimicin FU-10,C12 H24 N2 O9,(M-H)-,340.1482,,,1.04,0.004,30.876,0.095,174.17,0.54,339.1434,0.0003,0.000239,1.83,-1,3,6,100,,FALSE,0.001,92706.25,0.001,0.001,0.001,0.001,0.001,0.001,0.001,46050.82,0.001,0.001,29358.36,152777.8,0.001,200215.3,0.001,0.001,0.001,168900.5
1348,L-beta-aspartyl-L-threonine,C8 H14 N2 O6,(M-H)-,234.0852,,,1.111,0.001,26.716,0.028,153.06,0.16,233.0776,0.0001,0.0002382,2.09,-1,2,4,100,,FALSE,118784.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,173756.2,0.001,177596.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,207922.1
1349,,,,,,,0.488,0.029,29.29,0.089,164.54,0.51,374.8938,0.0004,0.0002381,2.09,-1,3,4,99.7,,FALSE,132911.4,0.001,0.001,0.001,0.001,0.001,153763.8,137143.5,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,151076.7,0.001
1350,Diosbulbinoside F,C26 H34 O12,(M-H)-,538.205,66756-58-9,,1.489,0.006,38.9,0.07,216.76,0.39,537.2012,0.0006,0.0002376,1.55,-1,2,8,100,,FALSE,41398.48,28244.39,0.001,0.001,0.001,0.001,0.001,0.001,0.001,98022.89,0.001,157544.5,0.001,33696.23,0.001,86468.2,0.001,151473,0.001,80458.1
1351,,,,,,,0.234,0.001,24.272,0.037,137.83,0.22,271.9572,0.0001,0.0002374,3.26,-1,2,2,90.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,453626.2,0.001,169894.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1352,,,,,,,1.69,0.003,43.35,0.093,240.25,0.52,717.1682,0.0011,0.0002369,1.13,-1,2,10,98.9,,FALSE,63560.74,0.001,63262.69,0.001,0.001,0.001,0.001,61579.11,54696.17,76762.66,83909.94,79818.95,47184.17,71199.09,0.001,0.001,0.001,0.001,15996.69,0.001
1353,N2-Acetyl-L-ornithine,C7 H14 N2 O3,(M-H)-,174.1004,2185-16-2,,1.81,0.001,26.181,0.023,152.72,0.14,173.0937,0.0003,0.0002367,3.08,-1,2,2,88.1,,FALSE,335558.5,312595.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1354,Fosaprepitant,C23 H22 F7 N4 O6 P,(M-H)-,614.1165,172673-20-0,,3.432,0.052,40.063,0.033,222.61,0.19,613.1084,0.0006,0.0002358,2.68,-1,2,4,87.6,,FALSE,0.001,101566.5,0.001,245805.8,0.001,0.001,0.001,0.001,82570.75,93074.96,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1355,Prostaglandin PGE2 1-glyceryl ester,C23 H38 O7,(M-H)-,426.2618,,,0.215,0.001,36.353,0.033,203.78,0.19,425.2555,0.0006,0.0002358,2.02,-1,3,5,99.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,38316.56,118021.2,0.001,0.001,88399.66,0.001,0.001,0.001,80307.82,0.001,0.001,0.001,172885.2,0.001
1356,,,,,,,2.094,0.002,32.783,0.067,184.7,0.38,356.1816,0.0003,0.0002353,1.83,-1,2,5,99.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,127572.4,0.001,106315.3,0.001,0.001,0.001,105810.3,0.001,154886.5,0.001,190007.4
1357,11-beta-hydroxyandrosterone-3-glucuronide,C25 H38 O9,(M-H)-,482.2516,,,2.881,0.004,37.878,0.054,211.63,0.31,481.2391,0.0008,0.0002349,1.66,-1,2,6,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,72285.56,0.001,0.001,0.001,54057.93,108457.7,0.001,157696,0.001,142518,0.001,143937.6
1358,2-(Hydroxymethyl)-3-(acetamidomethylene)succinate,C8 H11 N O6,(M-H)-,217.0586,,,2.515,0.029,25.991,0.101,149.49,0.59,216.0508,0.0002,0.0002345,2.18,-1,2,5,97.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,76235.17,38445.8,127691.5,265227,0.001,0.001,0.001,80422.53
1359,Ε-(gamma-Glutamyl)-lysine,C11 H21 N3 O5,(M-H)-,275.1481,17105-15-6,,1.826,0.003,31.455,0.038,179.07,0.22,274.1407,0.0002,0.0002343,2.18,-1,2,4,93.6,,FALSE,0.001,95942.91,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,178225.2,0.001,0.001,0.001,151310,0.001,0.001,0.001,261542.4
1360,,,,,,,0.526,0.012,31.463,0.045,177.32,0.26,349.0237,0.0005,0.000234,1.67,-1,2,6,99.2,,FALSE,124448.5,139090.4,149796.1,0.001,0.001,0.001,0.001,87326.14,0.001,0.001,0.001,0.001,0.001,75013.13,0.001,73139.84,0.001,0.001,0.001,0.001
1361,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10 H16 N4 O4,(M-H)-,256.1172,90038-08-7,,2.401,0,27.648,0.037,157.73,0.22,255.1107,0.0003,0.0002335,2.52,-1,2,3,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,165230.2,0.001,0.001,0.001,192468.8,0.001,0.001,0.001,0.001,0.001,312579.8
1362,,,,,,,2.499,0.065,43.446,0.037,241.18,0.21,659.1371,0.0011,0.0002333,2.3,-1,2,6,83.7,,FALSE,0.001,0.001,0.001,114259.2,167796.5,0.001,0.001,41272.95,0.001,33160.36,0.001,0.001,0.001,0.001,0.001,0.001,10811.45,0.001,65207.45,0.001
1363,Asukamycin,C31 H34 N2 O7,(M-H)-,546.2366,61116-33-4,,1.774,0.002,42.014,0.065,234.17,0.37,545.2292,0.0007,0.0002333,1.32,-1,2,8,100,,FALSE,54859.85,70011.28,62673.81,0.001,0.001,0.001,0.001,0.001,0.001,68306.96,0.001,107922.5,0.001,0.001,0.001,101036.8,0.001,119388.1,0.001,82211.91
1364,,,,,,,2.555,0.002,42.641,0.087,237.18,0.49,597.3234,0.0007,0.0002331,1.26,-1,2,9,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,23991.07,74231.98,45757.74,74347.17,65335.45,0.001,0.001,106960.3,0.001,116991.4,0.001,52568.35,0.001,80703.73
1365,,,,,,,1.933,0.003,32.23,0.02,181.84,0.11,341.1459,0.0005,0.0002328,2.07,-1,2,4,93.7,,FALSE,0.001,0.001,163657.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,179653.5,0.001,0.001,0.001,192235.1,0.001,0.001,0.001,143777.1
1366,,,,,,,3.337,0.12,24.112,0.028,136.39,0.16,295.8305,0.0003,0.0002327,2.64,-1,3,5,97.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,387987.8,0.001,48054.97,71198.98,0.001,0.001,0.001,0.001,50013.5,0.001,46656.26,0.001
1367,Tyrosyl-Tyrosine,C18 H20 N2 O5,(M-H)-,344.1372,,,1.507,0.004,31.692,0.041,178.74,0.24,343.1284,0.0002,0.0002324,1.79,-1,2,5,100,,FALSE,126814.9,135064.4,0.001,0.001,0.001,0.001,0.001,115714.4,0.001,0.001,0.001,113354.7,0.001,0.001,0.001,0.001,0.001,0.001,0.001,160261.8
1368,,,,,,,0.883,0.14,41.453,0.05,229.97,0.28,669.0957,0.0009,0.0002322,1.61,-1,3,9,100,,FALSE,46280.43,0.001,31081.89,0.001,0.001,0.001,19955.52,0.001,0.001,70876.54,0.001,90291.6,17654.62,0.001,0.001,115967.8,0.001,206987.9,0.001,63144.27
1369,Sulfaphenazole,C15 H14 N4 O2 S,(M-H)-,314.0837,526-08-9,,0.226,0.003,29.748,0.048,168.28,0.27,313.0777,0.0004,0.0002312,1.33,-1,3,9,100,,FALSE,30203.69,0.001,94216.71,41999.47,0.001,0.001,0.001,141100.2,77350.48,64297.43,0.001,0.001,0.001,0.001,0.001,45796.19,33271.44,80477.09,0.001,0.001
1370,Asparaginyl-Isoleucine,C10 H19 N3 O4,(M-H)-,245.1376,,,1.822,0.001,29.095,0.154,166.45,0.89,244.1296,0.0002,0.0002306,1.87,-1,2,5,100,,FALSE,99986.74,0.001,109476.9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,135316.6,0.001,0.001,0.001,0.001,0.001,0.001,172580.9,63614.49,0.001
1371,,,,,,,2.642,0.005,34.461,0.152,194.18,0.86,359.229,0.0006,0.0002306,1.9,-1,2,5,93.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,94197.98,0.001,0.001,0.001,0.001,0.001,115148.6,0.001,41810.68,0.001,0.001,133000.9,146290.2,0.001
1372,,,,,,,1.762,0.002,37.539,0.055,210.02,0.31,458.261,0.0001,0.0002304,1.87,-1,2,5,100,,FALSE,125304.2,0.001,88845.47,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,129475,0.001,115586.3,0.001,217536.4
1373,,,,,,,1.96,0.02,30.035,0.077,170.47,0.44,290.1352,0.0001,0.00023,2.65,-1,2,3,99.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,232250.9,0.001,0.001,227015.6,0.001,116775.3,0.001,0.001,0.001,0.001
1374,,,,,,,2.68,0.003,36.199,0.053,202.79,0.3,433.1296,0.0008,0.0002298,1.5,-1,2,7,100,,FALSE,84589.98,0.001,0.001,0.001,0.001,0.001,89584.75,52101.34,67211.63,0.001,0.001,149623.5,0.001,0.001,51597.17,0.001,0.001,0.001,0.001,101249.2
1375,,,,,,,3.146,0.084,28.81,0.085,163.01,0.48,309.0616,0.0004,0.0002284,1.59,-1,2,7,96.7,,FALSE,0.001,0.001,65863.08,0.001,19689.64,81061.14,0.001,62908.57,0.001,0.001,0.001,0.001,0.001,134237.3,0.001,0.001,54893.5,0.001,68505.45,0.001
1376,Lysyl-Threonine,C10 H21 N3 O4,(M-H)-,247.1532,,,2.886,0.005,27.64,0.031,157.97,0.18,246.1455,0.0002,0.0002278,3.09,-1,2,2,99,,FALSE,0.001,0.001,345864.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,294517.8,0.001,0.001
1377,,,,,,,0.905,0.043,24.345,0.032,138.58,0.19,258.9212,0.0001,0.0002277,3.59,-1,2,2,92.1,,FALSE,0.001,0.001,0.001,0.001,0.001,255815.1,0.001,131628.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1378,,,,,,,2.581,0.006,37.396,0.059,208.54,0.33,515.2454,0.0007,0.0002267,1.63,-1,2,6,93.7,,FALSE,122626,0.001,121279.4,0.001,0.001,0.001,0.001,0.001,0.001,104765.6,0.001,0.001,0.001,112396.5,0.001,0.001,0.001,51175.41,0.001,126337.7
1379,,,,,,,2.52,0.047,30.924,0.126,174.63,0.72,330.1663,0.0003,0.0002257,2.17,-1,2,5,100,,FALSE,0.001,0.001,20938.39,0.001,0.001,0.001,70681.99,236844.9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,185331.2,0.001,0.001,0.001,124597.6
1380,Isoleucyl-Threonine,C10 H20 N2 O4,(M-H)-,232.1423,,,1.331,0.003,36.811,0.107,211.65,0.62,231.1348,0.0001,0.000225,1.67,-1,2,6,93.7,,FALSE,0.001,96576.05,75385.95,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,160199.3,0.001,89443.56,0.001,0.001,0.001,70210.92,0.001,141587.2
1381,,,,,,,0.622,0,20.442,0.028,125.94,0.17,92.0261,0.0002,0.0002244,3.17,-1,2,2,97.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,433513.8,0.001,0.001,172711.2,0.001
1382,,,,,,,1.638,0.007,30.653,0.231,173.71,1.32,302.1716,0.0003,0.000224,2.47,-1,2,3,85,,FALSE,0.001,0.001,171316.3,0.001,0.001,0.001,0.001,0.001,250764.6,0.001,0.001,0.001,185483.5,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1383,Leu-Gly-Pro,C13 H23 N3 O4,(M-H)-,285.1689,,,1.976,0.039,29.002,0.039,164.7,0.22,284.1611,0.0005,0.0002235,2,-1,2,5,100,,FALSE,163869.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,164814.1,0.001,17703.89,0.001,169136.1,0.001,125613.2,0.001,0.001
1384,Carbenicillin,C17 H18 N2 O6 S,(M-H)-,378.0886,4697-36-3,,2.334,0.036,31.415,0.072,176.56,0.41,377.0847,0.0004,0.0002221,1.89,-1,3,5,82.4,,FALSE,121797.9,0.001,0.001,0.001,0.001,0.001,82141.06,0.001,0.001,179433.6,0.001,0.001,0.001,66832.84,0.001,0.001,0.001,153944.6,0.001,0.001
1385,Coccinin,C26 H40 O11,(M-H)-,528.2571,132242-50-3,,1.668,0.003,38.801,0.056,216.31,0.32,527.2468,0.0017,0.0002219,1.29,-1,2,8,100,,FALSE,55273.64,67398.59,77572.62,0.001,0.001,0.001,0.001,64757.1,0.001,0.001,0.001,96820.29,0.001,67044.78,0.001,89512.56,0.001,0.001,0.001,111107.7
1386,Glutamine,C5 H10 N2 O3,(M-H)-,146.0691,56-85-9,,2.32,0.001,23.58,0.008,139.21,0.05,145.062,0.0001,0.0002213,3.15,-1,2,2,100,,FALSE,0.001,0.001,371611.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,266939.5
1387,Clemastine,C21 H26 Cl N O,(M-H)-,343.1703,15686-51-8,,1.433,0.002,33.557,0.157,189.38,0.89,342.1662,0.0002,0.0002208,1.69,-1,2,6,100,,FALSE,142496.8,0.001,0.001,0.001,0.001,0.001,0.001,137109.2,0.001,0.001,46343.41,0.001,109017.7,73141.62,0.001,79665.42,0.001,0.001,0.001,0.001
1388,5'-Benzoylphosphoadenosine,C17 H18 N5 O8 P,(M-H)-,451.0893,,,2.39,0.019,34.261,0.025,191.63,0.14,450.083,0.0003,0.0002205,2.95,-1,2,3,81.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,83273.46,0.001,0.001,0.001,262510.8,0.001,98689.58,0.001
1389,Isoleucyl-Threonine,C10 H20 N2 O4,(M-H)-,232.1423,,,1.455,0.004,37.743,0.198,217.06,1.15,231.135,0.0001,0.0002203,2.31,-1,2,4,86.6,,FALSE,0.001,58608.91,108146.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,228477.5,0.001,242856.8
1390,,,,,,,2.26,0.016,22.791,0.059,132.37,0.35,180.0628,0.0002,0.0002195,2.12,-1,2,4,98.6,,FALSE,0.001,0.001,209415.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,113778.6,0.001,0.001,0.001,0.001,0.001,156088.2,0.001,146990.5
